bank,higher_education
404ddbf5ac3849dca55845e60f551592,1.0
74620c293d3a49adaf4fe0535dd32919,1.0
517683d985ea4ca0a3fb54344911f7e5,1.0
96d57df10184488f92764114b103f25d,1.0
e3f7d05556fa4d42963e1ee07a02ef63,0.0
ab6bc919b20e48d2a6cec1f645214782,1.0
ba926bc2655a4ab6a3826dc8a564c364,1.0
65ccfbfc2e1b4574993b3f9c4a79d39e,0.0
8661b01f9e954b3b8d72e844296bab03,1.0
d7e970181d794286a443b85e717e0ad4,1.0
39028a34980c46f081341ecbe9a43101,1.0
2b9eded0b63246aeb566a765a6e86b8f,1.0
d6d7efd9da814c7a86a5a6fd7b074ea0,1.0
4044e7fb9a114748a3d5fdf2298cad7e,1.0
011eb6ea02654928bd18dce43debe138,1.0
e6115e18e1ce40d4842803867e834755,1.0
259c13d857924f9fbe3740d4f2042dfa,0.0
47dad455d6974e6f8412b934398d9ea0,1.0
c78a457a43024e128fadfaa7a31538da,1.0
03311ce69a6b4440b6a9655d2b04cae3,1.0
57693ce2a67341e7a85fef55637d02ef,1.0
c7dd0195f83c483eb9fcebe17a022371,1.0
222c9d61c2d44815b1e4fc588ed0a22c,1.0
d00a268fa53f4eb1b2931b80d9e95393,0.0
51f6a5fe94ee44aa980c87d2c1c16ab7,1.0
a61ed48d830f44499d0b2abcf267fcf1,1.0
1116365809aa4e97a31726df60789295,1.0
29d01244d1a04ab2b0f287ee7a12a22e,1.0
c7fbf6c81ba64d629868d954b0e1db00,1.0
7d7fb3f63c8946e998a1fd442adc5d9e,1.0
9904f7befb474bb6aea53361ff5f4680,1.0
ab1f1a4122c8430c9e07c9a6920a0021,1.0
05394c5912d248a4aa000ecec94f45f7,1.0
0dad8e0f882142dca1eea992af635013,1.0
8e5fc16c2fcf403094110e137ac5b308,1.0
390ac2dec5224e2d95716fb300caf79e,0.0
7c02c1d544624871b70a9985a791ac1b,0.0
93fb0fedf4db4dea8448fc22ff891822,1.0
8b5ed7d6d6224b1f80d33ad52c9cc9c7,1.0
dc0074f9d15f477a9eec4fd523dec4b3,1.0
93b46b2567c247f28f132b640c9def79,0.0
a00109e6219e420e852f83fd242a07b6,0.0
d2bef62df7d24899b82f0dfcf1c80e5f,1.0
83c67eec448b4e9c9962fe8de7c27e03,1.0
5c81bf93a3434e0cb23bd026189aa046,1.0
c96ecbec7be1437da77cdf6d8743e729,1.0
3c95005344884aeabc5128831bca370c,1.0
9874d178b9094e86afcdda73e6702947,1.0
9a33b8641a074a8db38072c05697f81b,1.0
40b9288d590f4f4bb437cd57f6a1444c,0.0
90289b023088496386b36feb761939e5,0.0
bb48f3b7a9114e46b52059c2e9e35d93,1.0
0206cd0e40114b6e9c10a32cd4793b20,1.0
dbf382b7fcdf4f4dbdddb6a88799053e,1.0
1b421710bdc14f4da7a5d883e236d02d,1.0
7b9ba4056efa42b082d4f787a6702301,1.0
d496d4aad1af4bb1a9cfe98939e1f7f0,0.0
cd3b6e7fa8074a3faf74de9657c5ecaa,1.0
ec23c9ca20384d06a6607facc91b5dd7,1.0
749b7a5fe1da4adaa87ffe69d810391b,0.0
c133f2542d7c489faead2551d4770ecc,0.0
f5eeef3d505c4901af09169bfbae1f72,1.0
062c42803a7446429f4a9b82f8a100c1,1.0
35ad0ee42ade4458ad6442b8177ad476,1.0
6a6dbcf7f8544cc8b06f372d6b0aef05,1.0
6e3cda6510f44bba9fdf5e799b7bd692,0.0
987d9d6a2362432faccf3222547fc296,1.0
82bc38011582427d86fa5e7ecbc61fc4,1.0
e6790d531f9440e3806cb8f7ab39a273,0.0
3cdbb1a0c9b940e0a7a68953e04624d6,1.0
ce450a64780f480d8c1e4f2fa88ada0f,1.0
3770fd5cc52148eb9a22590c47d971c4,1.0
6fd3f63e32f44701932fd77f4cd74217,1.0
d1a1edddc7af41b08161d9b21ba4c93e,0.0
c1b8ceb8aa814436b84fe0fb7e423ed4,1.0
2b4115b64e0b4e3d870e665646a0ab94,1.0
7c41781b571849a0b4e63d5485dd075a,1.0
ceca62aedea0443ba3963bab16e69392,1.0
e0093bb9bfd445a2be46f70a2f697e47,1.0
58acda3f98f344bfa156d49fd94f8579,1.0
1c434d594f374840ab0ebcde45062cc0,0.0
80282ba063754bc7a28a7212b347456f,1.0
2243a8614f704536bcad66268ea50360,0.0
a0ba1ee338394f0bb2b9df39d0f8dd46,1.0
c2ee97814c584179ae0ed25caa1996de,0.0
864cc5c8333144268f26ef470f289a21,1.0
3088a832e4b64f8fb53c33ce5310b1a1,1.0
1b59c728cc4646a78d4af95cfafc6c5d,0.0
63e84cdaad1e48408c3442f7168afdd3,1.0
2946d1ac30984285aabaa74f61902d9c,1.0
6e90e18296174fbda8bafddb61a6c0bd,1.0
2bcd070e54bb4ca594663bc3397a67d8,1.0
f0ab1078425247ed84f6bb8df44de201,1.0
e50c72cea24a41528de1664bb8463cbd,0.0
3d80eccead2540cdaf5ce0d28be7398a,1.0
f68b9f9adf3f4e2184c1bdc0cf7e300a,1.0
3801b5ece5d144bea9ec006913208698,1.0
7861001966a4475d96f3659f01cf00c6,1.0
726a35396a5c40c99c4b4fdd2f72bdc1,1.0
b0255640d2894d778e8cf499eaa399fd,1.0
9e4f8ed451c84420a3413c45f61b1ef4,1.0
8ed79263f3154149baf5d0f935a0c5c2,1.0
678c28956654467d97e5f6bc04d6a4ca,1.0
fcdccbd328954e7ba87079f5e8bc69e0,1.0
6cf774e2db9e49c5be5d5c238f764061,1.0
9cafbf17c7964f68b3c857f7c2b1fa7e,1.0
24afae657bbf4b03851c191e2871d309,0.0
d48c153321ec4d17bb85502595cb8cc9,1.0
fa5d996802d8454baee451da42ff4ad2,0.0
476c1b8e30354e63b5cb791e125aa4ca,1.0
c9217a321a784aa8b58a9709acc0b3da,1.0
984f16290f9d4fbba53602a2318b008e,1.0
3d8f329e10b04c9cb77746a71b691a71,1.0
116608909b74469aac547fbf8974338c,1.0
5b5ed90966b4421c94762b2fb083e0c4,0.0
e08d73cbf48142f1b0f0d443973214ef,1.0
87b926ae639542ff93d1401c42418efa,1.0
cf99677081ad4d5eb00a41163a5f9ad8,0.0
59c58e7895084a11990ad0c4c17348ae,1.0
d6db8fe37dd248cf864e0e5712e64a0f,1.0
ef8d38f91646444f9e9554f744e729f6,1.0
8d154576d0bd4cbf9006ad45c428f8b4,1.0
2a4b49f2be654a8e9fe23a1abe757902,0.0
36eccc57271e4fc093a8e237f279aa33,0.0
d0eafd2789d14ad28ed75f12df761d86,1.0
051b6820ec7a4409bfd4e4679458c0de,1.0
aa08a297b3a04ab1986514424c673589,1.0
c8d6df91cbf1442992f2c457f71089ec,1.0
74750c8076434d28bcffe026a99afa88,0.0
0e56c58aca2e4e8b9b4f178a2198ebe9,1.0
8f4e09e5d79e4a39839c5b279761aca8,1.0
57313602e2844c3898327b1a10865517,0.0
3c01d7ad29964564a1898438eee2b15f,1.0
85d481e846e9491f843bfdd9237b2f0a,1.0
bc2c17a1880949e6a2747c1a0fdc54c2,0.0
2db4fb57b81541f789fc1a81f277ce68,1.0
7ee6981f4ea64e8892aee94427d2c9fe,1.0
3f9070ee75b84eeaab49e705405576f9,1.0
8759454ee99b4e35b99d5e4534bd65b5,0.0
1472090fb528401fb0a74bf94193946c,0.0
db514e0fd7ae4357ab274bf52b5d58ba,1.0
99cfd7ff4b1c4f48bcf6ab87e5dc315d,1.0
0682f9d44bb34181a63dac3f8a6497e4,0.0
f765e95d56f041a2975e40ab0159e4cc,1.0
a29664fc156443bb9a2a0a83da42a25f,1.0
fabfcacc2fa44859b7b06a7672d2375b,1.0
f4a7fee07d8c43a49a3025bd86d2c7e1,1.0
7755a8c79c0f4841b7d0c060e1742a1d,1.0
75a7beab7e9840629385033207af3b1c,1.0
8f415e2a95da43e5880f0f5dfeeec608,1.0
e32e67e1dd544476bd8272d6cab2f629,1.0
c21f7f9a181e4352a2ea70f91b0a4606,1.0
0ed738827afe46e9b3430737ca539c94,1.0
f3d654b9119c46bdaccb03eb3c190d57,1.0
ae0742f0f53f4d918cdd259926212149,1.0
f5cdfd85f449490a82c27c8b1d80384c,0.0
d4258c793cd24a35844fa2232d1d8e1c,1.0
6b016d8b11fc409490c9898843cf6eba,0.0
f941a3a5a0d34c30ac8f14e957ebea04,1.0
12e67773df5d499ea0700c369c733e01,1.0
513d665fa6e14483b52fe5fb7f5eedfa,1.0
23fa40e32d90482d821377aedf16f6d9,1.0
71e606d2f88e422cbd22e6f3f0d1447e,1.0
2adc3b714ed5440ebc06d58d9b151ab3,1.0
0535fe81b813487e9627b60d5e189d09,1.0
3d83537d2f814668a9552df4c3b9db3d,1.0
b87d484e067e45129c15f0caabb5f27c,1.0
45172f29377b4362852cfcb4156e2b3a,1.0
324c00ef7f20400c88c87d6ba951f9e8,1.0
8402fe13deee4f3cb3bbaf439723eb60,1.0
b4dcb301469f498fa17dd957a02000fa,0.0
7ba0cf13da9645548674be8339ee328c,1.0
1615a1d30b9b42e5bbf5eeeae7acb13a,0.0
9d3a31118393472794ce5ff5ea318141,1.0
1647f1d7483140239449439f20db09b6,1.0
5c3d078b1bd9467c876be71831e17c8e,1.0
63eef0d98d9b498ea2d7ac22c7bcd39b,0.0
1ae466bf966d48e985e6ef4d58d86d21,1.0
db9a83458e6c41e9aed6b47396ffaf23,0.0
c51ffaad09824cb0b72a19ccca084fa1,0.0
b9673a325ac34dd69b85efae946691b7,1.0
a5abecd5b8534b88b2e7cbe3d59a3844,1.0
ccaf8df8c60a40d4b6b9a0bddea5ac51,1.0
1731f54830c0465ca04b6f498c7c4d0f,1.0
f2ffa4a0f1344eedb8d73233a85c15a7,1.0
ba9f77364f4d47948aa04658e63bb3f9,1.0
e1d7a689fade4a78bcae9a2bc4af2bd3,0.0
61b6c6b4cb394a0cb0afc476dd051e60,0.0
bab0914037dc4fabbee998168424af53,1.0
f44806aab3ef4db393650d57f1a1809d,1.0
78abafd34c424b4e961cc97d17068e8c,1.0
9b75087b025840ddbd32eb773e700d47,1.0
47be0e361753456db84ccdb144b0967e,1.0
8085e2aa3c184dfda9a23cd0ae15aac8,0.0
609e4025ef3c43c3a5ee2b122669d960,1.0
06070a387b7943b8ad2197eeae3f74e6,0.0
948e3d29b0f340089cfd7176b40fdfd6,1.0
68e488967d314c0d95a7655b65b29771,0.0
1c860e4c0f104604ac41325a5e0b3d62,1.0
1d7356a786a14226b96a74a75c6559e0,0.0
45665c82f722412595fe5004a7b916c1,1.0
4fe0ed1574884a66aac0c1445213ad7c,1.0
de6c1bc28a234f7393baa18b27190fb7,1.0
e6e65d0095bc443db8a68d973d308fc2,1.0
ae771444ab03412982134fa570439c21,1.0
d7a9d247009f458da83f7b6da87af74b,0.0
e42a75bc32a84816929ac4688791da14,1.0
6891ab5a22f24245b690832689b68bf5,1.0
39b982c866ba48a2836c26b6616dd0f8,1.0
23b26a7926014b5ab25e53e2c9a01586,1.0
839cd0a2f2e7485c8751ed2c79c3acbf,0.0
484ee73a8666407c8e2ceb00ee58d9c7,1.0
afc2a5e1c1b7472c95d11094f5e8114e,1.0
8a1dd91a260143f4b6044da26844dde2,1.0
2eb61fc052774ff389774def07e11266,1.0
9f25db4d17204de1abdc06d0eb4403dd,0.0
fbbcef82665440a1bf0b6b47fa174e60,1.0
baf3c0f148ea47dbb2dc22946029ca9e,1.0
61ad2fa9b35d43c7b28dfaee5654d28b,1.0
42da5f74c6e143488871ae783215dbfd,0.0
10f7e0140f864c1fb634352528483a69,1.0
5deb77c14cdb4bb084411e9ffc09f378,1.0
26a4aef31dbe4181ae8d50eae4ebd723,1.0
f5ade4d3479442b29bcf6d5bb7f8e932,1.0
b2982587c0ca48b78e2a6356a08a6647,1.0
58578091d6af4ddba7e074eb805d7703,0.0
d8ffff1046a844e0ab454f0bcad5ea03,1.0
b8d7bd9d740846ba8eb09620d13ac41d,0.0
d02730534ad2488c8b2d50eeb1b0ee9a,0.0
6367c590e818429b9da70c1e9dad7186,1.0
938b3beaee5e4fc998eacaecc7118ed2,1.0
b005460c0bde4b7ba08bc9bce6c80cc3,0.0
1e641bf9321b4d5abcf64d4f9522ffae,0.0
f99b05b9d0764630a983de0c136fe749,1.0
b2dbcb592d154682ba284261d8130f93,1.0
1cb1405f857f452b8d5329d783e62dbb,1.0
168aa6b8ef7e489d8d243abd82c4daf1,1.0
a0e7167ce1e146fc9563827dc9e6e3c3,1.0
d04bf76c60224561bae3a0c55d8e4ba4,1.0
bfe9666fe6884f7fb766c044ac4e166c,1.0
c17758409dd24f9ca82e2ca74c8ac178,1.0
77f085bbbb8a42deab8eaa90a6adc653,0.0
884357bdc871404a90e0eb721e976a28,1.0
9281a90776d34147a3850f7ecab2ded8,1.0
7db715047e334a0db0c658abc5c24cff,1.0
de98c4a2254c420caf116670eb8281d9,1.0
afd8af3c14d242bdb52697e82c4688ef,0.0
ac88b43438b74199a23caf671f233eb7,1.0
8576acd08ef4476589f738963e633461,1.0
63d52ff387bc49669837d2b93ae23001,1.0
a91290f3105f463a81980bfde838fab2,1.0
0b311bfe15914d21a183a5a40ad1a99d,1.0
4260ff932aa24ac481d7f2baad60c1ac,0.0
e7411b79fe8a4afaadf9c1bc2a0a95bb,0.0
1ebd3d0c16f04bb784f66bdcded510f1,0.0
7447eae5102c4daabf4c5880d8a444de,0.0
ceef3ba78409446087e2004588a2f800,1.0
8aabc469c9694823b681a4953b16e580,0.0
99d482af65ca4249ae9301f52bbfdd57,0.0
c1198846587c42328aa712050ae4ab75,1.0
f30b81291af34f15b2686da4bdc37799,1.0
239a08e9a18d4ebba437cc5eaba3b7b4,1.0
6580a4d5bd0e4c2ead5ecf863148dc50,1.0
ead2225480e0470bb82148baf0d4d5a7,1.0
2331fe99a30d46eeb035d6a12868b92d,1.0
312d7c9a7e1845768321df120d49ea06,1.0
37a5ef116c6f4645b5481cac8018363c,0.0
3f14849fbcd442cdaf6104a527b84363,1.0
1fcc9b239ff54dd3a4ab2bbd9ccbc12d,1.0
50e5f1701dc5438fa0c47dc4e650f055,0.0
f5cdaee848f4496192a667f2f06bf2d5,0.0
d159c3b95116468bb6a428a8281e6eef,1.0
7ab2270dd9b34656aef98dac793f63f8,1.0
78a9a2fd52064f059a7c897d3410cb9f,1.0
c9d1eee655204b66afbf2265f890bfaa,1.0
d420551336ee4409aecdc3eed2a3ae35,0.0
87069ab1ec514549aca356c42e184954,1.0
4c2079cc238c45f4a0f0882a28b4c8ca,1.0
6ed06b25a90446bb8ceeb7e4b1106e39,1.0
935122d0037246deaf31f4fa1a252c0c,0.0
aa34360ec86f41aba99c5e0b52a25271,0.0
3198a7c84dc942e6963667679803083e,1.0
37dada51ac0c44ce87c1ea312efc4d0a,0.0
36add50485a94459ad5461037a503e89,1.0
667889900fd74fb8a82a747ad1fd59cb,0.0
2b545557b4e14b5a81fd5b435a54a296,0.0
d38a73d1cedd42dc9ad29a1df1709f88,0.0
5fe9a06ee223484282458839825bae60,1.0
6cca081964a043899829e5f6fe2d892c,1.0
2df508697b8b4fb1b49421a6f93bddcb,1.0
4cdd2cd394564feb91adc8177182f026,1.0
49cc129c4ace40069d520359e1f3e5ea,1.0
e04cecefa08149d596f337c87b1bda70,0.0
3a1a9cf0599c448c853ebe326948fffd,1.0
1b25d0b4b35c4ffda1bccb01ecdf2232,0.0
0f013d38f154496bb17e611ff9f9cea9,0.0
c9a5d9a5d2eb49ab9e63556ef4dfea42,0.0
ea86f0f99d164fe589fe0b1dec95917e,0.0
1d241e55b68d42279a690eb7f9c3c4c3,0.0
d8478f3121f847d5af34444ab4124515,1.0
b73cf81430504508abc1ece70c3ee12a,1.0
6d5a95af1c384eeba110efd42d788b5f,0.0
9fd3df42e6574cf0b8107796ae0257bb,1.0
a30356542ef04ceb99189b7e580a2808,1.0
46e196b07ea74184bbbcdf94278a1473,0.0
a14355d5a08c476f8c77afac676a5ce9,1.0
cbeaeb279c1a4712845f4b66756c8760,1.0
79bfa739a80c4d2382d8e8985611d07b,1.0
163217ac32804785b05859fdfa6859a1,1.0
a5d0082d517a4055a15917912d31f6f5,1.0
3d4ca8441876412b855f23c78110b390,1.0
ba040bdb826a41aebbb353c6d65f8d40,1.0
14f04316ea9d43948b216f0b325eac7a,1.0
0cbff938595242daa99c125249bc77c6,1.0
8f1887d99922478c9f2c16b13bb5820b,0.0
dd313b58d24c4ef5aa241ddde52a8d9f,1.0
49460d86277941af98bc432d76486861,0.0
4f93ce8206e748bda6df7607e2691d20,1.0
38c9e9cf7c4d4baaa838a86cca08db43,1.0
d05cabb9f54c471585f66c18aa2c2c60,1.0
b304134b7c404c61a8d1bf58dd3d72ba,1.0
7949656abab6467197bcd728a30b79cb,1.0
1070dafc68e841dfbe3afea6d65ebbc1,1.0
6798dd348822431e95af6c5e2656143b,1.0
2228412da3ca489797023bd4c1c0db57,1.0
24ff4be902ff49af9ad2e12f1664b277,1.0
cf3d1c1cc8574ba78328dcd0c8b38c69,1.0
6c7da362dffa4e1f930c290c1ad3cb07,1.0
e092ab6a98fe478cab05ef0c0325a78b,1.0
df0ca80067d64f4797fd1847fb22eaba,1.0
4b621e8daf6c46798d524450b42012e4,1.0
ba5d7d0dad484e4fac473e572d65a0d3,1.0
e05289444b744930b5d28fce8c61c365,1.0
33b08022f9e7471bb83560989a6a926e,1.0
62790f3c2596415683a1aa5bb8f1ad31,0.0
4482d3c683d14075bb91a5bfb7ff56d8,1.0
394974d6815141b38842d45a4149f822,1.0
b7785aa12af14138ad59b65cfc648e79,0.0
6b7825825f204f49a5dfa6dc5ba51204,1.0
58dded6a76674624b1dd562aeb223c2d,1.0
37abf3f98b69446091de292ce503904b,1.0
117dcb07f2c64614b6ea44659341e615,0.0
c55c9d230e554994849a73d2cf2f6091,1.0
b313b39faf424e5e94a8444e46ddba06,1.0
40f84d3711854224b0947e63cf62ae92,1.0
3d4260b6f9af4e6887d78bb73b7b32b9,1.0
a7547b1a39b64024b72d9b554b92ce98,1.0
f41c4c8f1a3b4a0eb437bf19898c6dc1,1.0
a57d5773f97b42a486e7780e0ba36474,1.0
c81f87026db243618fc1cf928217d7f1,1.0
064a0efb461c4d219acc0403d4007ff5,1.0
62f94b32b4134261b573d954a97ba57a,1.0
6aee430babef4d6ba3931422da8bddbb,1.0
cdf307cbbc814d79b6dae561f20e77c6,1.0
b0b15866acbe42488c6ec8ada5e2f552,1.0
60099b0e4ba849a79b75e0f0c8e8d86a,0.0
6c5a928a4fad4144a77ee768f2547262,1.0
3bf9a2b9b45f48109a59e0bd9a247bb6,0.0
e0de2c5c932c4f4397197594f5d5cd64,1.0
962b400a0ebe4726b3b72205c8f39c27,1.0
0f9b40ccb74a43aba8017ae10f0c54e1,1.0
54ec8eac08d940da8988f665f3d0caa4,0.0
3bda0265361443c8a0565928e599e1e1,0.0
ba26bdeb92524051bd5f613db9edddb2,0.0
1d5740671f444b1599f3424ab2067abf,1.0
1465939e9db14019998ff89daaf3cf71,0.0
f7da1b111b034387976393fffcd58f0f,0.0
a087c0f20e3b4e4294ccccb1c73d4cea,1.0
8fb73b8f2b2e4112a9e82c4c69912571,1.0
4395d7a409614e8a99252cb6aca8bce4,0.0
b54cc42128f4449b8439be2203155f83,1.0
a23c8311f0a340e7b85f05117b78b5be,1.0
17f8edcebbdf45d8a67c25fdadab888e,1.0
0e3406b351724360be7e0c4739bd653e,1.0
e6286057cd41493bad224cce804aa22b,1.0
f5c958b955ba4cbd88e99011c6e65aba,0.0
7e888b256f174ba99d5722340bbcd2ac,0.0
2bb1d5543aef4b248099ef1d115084bb,1.0
71a87d17286b45b6b8bf4f83c1f56a11,0.0
3c7bc6ac9eb34988a02cab4625b7f2ed,1.0
a562c9ce5bfb4b979cf3e90671e726a2,1.0
9def3512c3d8466c900fc1d855fd38be,0.0
cea6bed967fe40f98802855ee08ffb98,1.0
3a3fa8a9b36d441aa4934776a63d6adb,1.0
c3158c2241c44bb8bb072201807654c4,1.0
6aa2b4cf19a84f1291e5de43b24a364b,1.0
48c4692303b341598f05093ab36018ae,0.0
9fdd328c218b441f93cce3482a66add0,0.0
d75c55ee52974449b03cd5f32a2d3451,1.0
b54643b92c9f4d27b3f9e1c2d0a1cfff,0.0
b5ef2af2f9b2469daae1946d6ee45231,0.0
15e4487fc34540eb81d0cb97f095f311,1.0
233f6866c51d4824b43cebd43511bef1,1.0
77c12df7562e4fcbbb3207b753de6386,1.0
ccbebcf040e84d65a681b190d95ffc14,1.0
d01d6a328d364bed8b4017ca6ef91457,1.0
d66cc2adf5944b7aa06206b2c6898a63,0.0
f02a174d2cf242328707de91408e3752,0.0
54848a07816248f3ba441f82193fd046,1.0
e149f561c4cb46ac8206376cdb20063f,1.0
fe4d4bd072384c348b6f7b09260b127a,1.0
c18744d97af44e60abe71ebdf6a0efca,0.0
b31f348936774cbea75dd6f178b53acd,1.0
21bfe3a390744bebb77af4bba5da75c5,0.0
1602cf7aad90460480732a5da97f3610,0.0
6944d3e3247e437798d96700bc4ad097,1.0
61623732bd5c4fc0b85f1e4461ab56db,1.0
f97f4c71d420423fbe618c463cf94dff,0.0
4697da28cf0a45609058e2ea17e5e57f,1.0
03953f80713b4a54ba0636d24a04d9a2,1.0
74188c6ff69b4fb5807179c2ab8a67cd,1.0
773d5dbcd29a452792e65994cb2e931e,1.0
b7fc8961054b46669b08d94191b947f4,1.0
7463a1de22674763902ccf2732efb858,1.0
d05e8691562345dd8e910fb6fe57476c,0.0
704a2dff5d734fe6926643244df78462,0.0
cf22dc3fbb884c26bfb0dc06b5c772d1,1.0
aab8764743d7462682cc6f8d41afe850,1.0
7c75f33d92e5475d826a5e1ed74a8c27,1.0
50b6a55116a446d494183d85b4356111,1.0
440f442644c74460ab8f82e64e33cb37,0.0
ee27e3166dad435d8de121f68018ef2c,1.0
862d27c29ffc402cb3021c4c376eb915,1.0
b40b91907f9047a5b6f3c302435f7e98,0.0
cb66ecc08720457e814e882c0f71e0b1,1.0
f6f6d11b04734d88975605fe792d2e65,1.0
fa691998289d44d38bc5c82ba1d9e202,1.0
2d610f9a9d6242fc8adcebb754502d1c,0.0
019fd4c9a3164abf8db086d7361503d3,1.0
ac7bf45ab3084770a3cddddc49bf46d9,1.0
7028563964b047119d6576d7e9a51a18,0.0
dc37a5a1c6894e558a7578a77e23f71d,0.0
7e7560991772442b80bbfd642dfa9095,1.0
cff7be421d95445ca6be21c47c386c50,1.0
4c1ee8426209494faa632cff835dc70b,1.0
35e2bfe5d06d4ec081b6e49a623a63e1,1.0
3737bbfe96ed4aa7a173cd621865a865,1.0
111822ac6ee14a8f9c42435339d851ef,1.0
eb2a61fd614745989ef465ab727207d9,1.0
5b623acd3b0e45b0bc7285c1330f818c,0.0
bda6e2ab157748c39460091390e6b9a4,0.0
2a4650b305d44a65829ab0f098d9d49a,1.0
8f68f38838004f01baff3b0302d8ed1c,1.0
3286df85dfe44ea19a494472c3a061a9,1.0
01f99a730fd84772810a34cf8883683e,0.0
4570f86dfc02413582986fc311804d3b,1.0
ec4be1d88cd24c13ad0e08cecf7cf6a0,1.0
5a22bd4aa6684de3abd5892b01eed83a,0.0
e8a402036407426fa3b90a98b94b2186,1.0
5514196c48864e76ac911180d5b9978d,0.0
0059cb4a0de44cff9209e82aacc68155,1.0
72702b9347e24c9697a0c95d9a318bc5,1.0
644f0c970b3448e8ae1e2b740b9e969d,0.0
fd76e9875f0f4c87a5d7bf13ec07c39f,1.0
f2a8d244388246d4ab9eaf80c6ec136e,1.0
02b212725ba342e3a9fcadb6e9643a2c,1.0
105b77a33dc24d139e727ce710f653d0,1.0
e1b2d5894131433ca416389151605028,1.0
c60c4752b3e7477fbf410ec4e7fbda04,1.0
308b5af5c7734f6fbc6e084b3fb95e68,1.0
1b23bfca2a1a4442bf06324e98e3ea55,0.0
4826ab3b8914430aa6525d3c107b19ae,1.0
96b023014c7d4cd68c5a6927074245ad,0.0
e3c9c312b26743a68faf2a043a259b0c,1.0
c03d9744aeae49f7af6e229cbd9680b4,0.0
992df21cbd7f4cf6bfb2f1a09bba8b54,1.0
cb76058be2b946ab9925679a3faf5508,1.0
ddfb045b509a47b790db7bbd8d00f746,1.0
959dd41bf78e4487b470e3aae94cc4ae,0.0
f27fb382b5f447f7acf2d6ae20b1a3f7,0.0
2c7ef1df0ac54277b32d871fd14997a4,1.0
b172a3e759f34c628aec23b604820bec,1.0
ce2b499e8cb44899a5aa8f6b51dc7d7e,0.0
89b5f7f717614c4290cdca561d11f2ae,1.0
c38b62051cba4a0f81159686c6c4d5b9,0.0
e6b21238ded64c0db24fb618827913c6,1.0
a36dfbf7c8b542b1bf884c160c584469,1.0
31ddb4072d914dd8926cf9ff4faad956,0.0
fc8ff9c3ed6f4f9ca42d034f46943007,1.0
04d4d52350a54f699bb5e436d018eed8,1.0
ff214486121f4bf9ac88ee4d945f84fa,1.0
6efb8656ca3c4adf9c6f82e5b0a5cd01,0.0
c6a42ca7f49d4a64a9e4055e9cdba3d7,0.0
fb14eac6ffdf4847a46b4d6fcbd72a94,1.0
a0bc7496b182457f8e5cc6337f1ce8e3,1.0
38e13529ba2e4fe5939596f189c3e922,1.0
a453273551b14f6482536702a6ef547a,1.0
4d1ba78f227a41fbb39f2cdc41ad6279,0.0
e7b9eb1ed2194f9c96409057d934e3e7,1.0
a0c63d98ba0e4c7189bef9a7b8f59206,0.0
76a340019aed4cc6afde13c241e7173f,0.0
30e565f29e9240fd995e00b3fd01bd26,1.0
fbf7d0722ec44a229e00f164c9f36b4d,1.0
23451d2162c34337917ebd5b72b6d5f0,1.0
038c2e0c5c294a9ca3570e76619c0836,1.0
f80cf51abedf4823a064c13d670ad5e9,1.0
d11e1e6e328a42b7a41ae57d6e1377d7,1.0
0f5bbd5073724a68847fe93e32190bce,0.0
df130970f00341a2b80257e2142858e4,1.0
53a5249f0285460eabe1452c3e2a6f24,0.0
5aef8ba8f0664e989f2bd2591f368357,1.0
d8b207d42f1340ee8c2d728e676ac01b,0.0
68e1e80740a54e2aa9f7b12aa80a7b55,1.0
8aa4bc3b90bb4e269693cb8cc1994b46,0.0
191f1629d99940c4be1e7eda4c36d024,1.0
4278dcd72116436591b4c9e41c933fc4,0.0
778d11cddfab4e1cb1122ebfb744603b,1.0
d9bafe768c28447c8d485866977fdf1f,1.0
466436e708874471b7f3bf043a6bc64c,1.0
db88cb0432e047d983e74c64671e1b8a,1.0
e6faea89f6aa4f5190e1f94120aac315,1.0
5047955ee2654efaafd70b677bd9d23d,1.0
0c938eb21285470ebfee0fd75b53923b,1.0
9969bca0f4f2437f891e341348ea803f,1.0
5199f724ff374f9f91ceb2aef5e4d89b,0.0
096582c4824c43189206fe9cd18dd3fe,1.0
076b1c7d9f4d497096c00d34674a05ff,1.0
565b76f3241b4419a28e720394cdb8d0,1.0
d3193b4c40a04bfcb4036d3bf98229b4,1.0
9b4e03c0f58e4aeea0e8f9e04c4cbbdf,1.0
67b3a94174f147bdbddc2cdd11f3df83,0.0
eedc989ac8bf420b88c76d9b24d38307,0.0
b09a458fa7dc497d90be33353f0e5d7a,1.0
7073c6d817c5443da66155797d4917c8,1.0
915f604c5ecf4739ba633f22f0b8d23e,1.0
94cc0b14c5db40c9bfbccc939fd60650,1.0
ffb664c8717e4624ba91af06a0670749,1.0
abc7a66537ad4bf4b5b252ec7766d170,1.0
bc6e583dc475449180d7299ba1e1d86d,0.0
c6f67b772ddb48989016f19a24855350,1.0
cbd177face4e40a0a798363c27faadfb,1.0
13df592ae7724533a0ebae3cad696425,1.0
bee8188edbe14639b3569f3b1aac402b,0.0
2efda987c7724cd4a164796c5ad5eae5,1.0
d4a251cf6cfc48958db79c86dffdeb90,0.0
8bd9c63d1b864c4a950ceb6792642c2a,0.0
366570b06b144998b392ba3aa4083f66,0.0
c8da0a91bc6d4c06bc4b5b17ff18e136,1.0
